"from_address","to_address","call_count"
"0x7ffe42c4a5deea5b0fec41c94c136cf115597227","0x000000000004444c5dc75cb358380d2e3de08a90",22
"0xa1484c3aa22a66c62b77e0ae78e15258bd0cb711","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11",42335
"0xa1484c3aa22a66c62b77e0ae78e15258bd0cb711","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984",20984
"0xa5644e29708357803b5a882d272c41cc0df92b34","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",26892
"0xa5644e29708357803b5a882d272c41cc0df92b34","0xc36442b4a4522e871399cd717abdd847ab11fe88",11436
"0xa5644e29708357803b5a882d272c41cc0df92b34","0xd3d2e2692501a5c9ca623199d38826e513033a17",5553
"0xa5644e29708357803b5a882d272c41cc0df92b34","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984",4160
"0xa5644e29708357803b5a882d272c41cc0df92b34","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",2617
"0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e","0x000000000004444c5dc75cb358380d2e3de08a90",138762
"0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e","0x000000000022d473030f116ddee9f6b43ac78ba3",18953
"0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",2303
"0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",591
"0xbd216513d74c8cf14cf4747e6aaa6420ff64ee9e","0xdac17f958d2ee523a2206206994597c13d831ec7",294
"0xc36442b4a4522e871399cd717abdd847ab11fe88","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",3523200
"0xc36442b4a4522e871399cd717abdd847ab11fe88","0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640",691272
"0xc36442b4a4522e871399cd717abdd847ab11fe88","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",572939
"0xc36442b4a4522e871399cd717abdd847ab11fe88","0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8",468713
"0xc36442b4a4522e871399cd717abdd847ab11fe88","0xcbcdf9626bc03e24f779434178a73a0b4bad62ed",191201
"0xc4e172459f1e7939d522503b81afaac1014ce6f6","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984",524
"0xc4e172459f1e7939d522503b81afaac1014ce6f6","0x1a9c8182c09f50c8318d769245bea52c32be35bc",15
"0xca35e32e7926b96a9988f61d510e038108d8068e","0xbb2b8038a1640196fbe3e38816f3e67cba72d940",28126
"0xca35e32e7926b96a9988f61d510e038108d8068e","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984",15515
"0xe34139463ba50bd61336e0c446bd8c0867c6fe65","0xc36442b4a4522e871399cd717abdd847ab11fe88",74426
"0xe34139463ba50bd61336e0c446bd8c0867c6fe65","0x102c776ddb30c754ded4fdcc77a19230a60d4e4f",13505
"0xe34139463ba50bd61336e0c446bd8c0867c6fe65","0x01a8227d4e7c3068ad1000c97a059af5c5fa3476",8920
"0xe34139463ba50bd61336e0c446bd8c0867c6fe65","0x19fe9857bb3652e9007f2347a1f877ffa9215f7f",5974
"0xe34139463ba50bd61336e0c446bd8c0867c6fe65","0x8fe199d58ebbec1c9c8dc45c9961ce3ac33e939c",3736
"0xe3953d9d317b834592ab58ab2c7a6ad22b54075d","0x1f9840a85d5af5bf1d1762f925bdaddc4201f984",22
"0xe592427a0aece92de3edee1f18e0157c05861564","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",11267581
"0xe592427a0aece92de3edee1f18e0157c05861564","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1487936
"0xe592427a0aece92de3edee1f18e0157c05861564","0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640",1214636
"0xe592427a0aece92de3edee1f18e0157c05861564","0xdac17f958d2ee523a2206206994597c13d831ec7",1181266
"0xe592427a0aece92de3edee1f18e0157c05861564","0x11b815efb8f581194ae79006d24e0d814b7697f6",938674
"0xf164fc0ec4e93095b804a4795bbe1e041497b92a","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",934033
"0xf164fc0ec4e93095b804a4795bbe1e041497b92a","0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc",162131
"0xf164fc0ec4e93095b804a4795bbe1e041497b92a","0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",87306
"0xf164fc0ec4e93095b804a4795bbe1e041497b92a","0xa43fe16908251ee70ef74718545e4fe6c5ccec9f",66990
"0xf164fc0ec4e93095b804a4795bbe1e041497b92a","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11",56730
